,State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder,poverty_proportion
6381,MO,29,23190,south holt county r-i school district,1714,248,32,0.12903225806451613
6382,MO,29,28470,south iron county r-i school district,2219,362,116,0.32044198895027626
6383,MO,29,28500,south nodaway county r-iv school district,985,168,21,0.125
6384,MO,29,28530,south pemiscot county r-v school district,3467,663,238,0.358974358974359
6385,MO,29,28560,southern boone county r-i school district,8423,1623,268,0.16512630930375846
6386,MO,29,28590,southern reynolds county r-ii school district,2982,496,137,0.2762096774193548
6387,MO,29,28620,southland school district,2011,386,157,0.4067357512953368
6388,MO,29,28680,southwest livingston county r-i school district,1200,188,39,0.2074468085106383
6389,MO,29,28710,southwest r-v school district,4741,826,223,0.26997578692493945
6390,MO,29,28740,sparta r-iii school district,4660,823,142,0.17253948967193194
6391,MO,29,28770,spickard r-ii school district,585,107,47,0.4392523364485981
6392,MO,29,28800,spokane r-vii school district,5035,909,150,0.16501650165016502
6393,MO,29,12450,spring bluff r-xv school district,1762,367,28,0.07629427792915532
6394,MO,29,28860,springfield r-xii school district,212682,28609,6408,0.22398545912125556
6395,MO,29,28920,st. charles r-vi school district,56237,7101,1123,0.1581467398957893
6396,MO,29,29100,st. clair r-xiii school district,12518,2219,387,0.17440288418206398
6397,MO,29,29130,st. elizabeth r-iv school district,1280,240,24,0.1
6398,MO,29,29250,st. james r-i school district,10128,1836,500,0.27233115468409586
6399,MO,29,27060,st. joseph school district,80959,13017,3350,0.2573557655373742
6400,MO,29,29280,st. louis city school district,317419,43150,18442,0.4273928157589803
6401,MO,29,29340,stanberry r-ii school district,2322,472,102,0.21610169491525424
6402,MO,29,29370,ste. genevieve county r-ii school district,14988,2489,418,0.16793893129770993
6403,MO,29,29430,steelville r-iii school district,5872,1048,321,0.3062977099236641
6404,MO,29,29490,stewartsville c-2 school district,1250,195,14,0.07179487179487179
6405,MO,29,29520,stockton r-i school district,6915,1248,283,0.2267628205128205
6406,MO,29,29580,stoutland r-ii school district,2867,472,118,0.25
6407,MO,29,29640,strafford r-vi school district,6885,1339,207,0.15459297983569828
6408,MO,29,12480,strain-japan r-xvi school district,897,145,19,0.1310344827586207
6409,MO,29,29670,strasburg c-3 school district,1125,188,19,0.10106382978723404
6410,MO,29,29700,sturgeon r-v school district,3791,826,174,0.2106537530266344
6411,MO,29,29730,success r-vi school district,1020,159,47,0.29559748427672955
6412,MO,29,29760,sullivan c-2 school district,11814,2112,521,0.24668560606060605
6413,MO,29,29810,summersville r-ii school district,3016,467,157,0.3361884368308351
6414,MO,29,29820,sunrise r-ix school district,3346,600,67,0.11166666666666666
6415,MO,29,29850,swedeborg r-iii school district,562,92,14,0.15217391304347827
6416,MO,29,29880,sweet springs r-vii school district,2867,500,96,0.192
6417,MO,29,29910,taneyville r-ii school district,1677,331,102,0.3081570996978852
6418,MO,29,29940,tarkio r-i school district,2143,304,55,0.18092105263157895
6419,MO,29,30270,thayer r-ii school district,3867,649,192,0.29583975346687214
6420,MO,29,23370,thornfield r-i school district,628,108,30,0.2777777777777778
6421,MO,29,30300,tina-avalon r-ii school district,896,152,30,0.19736842105263158
6422,MO,29,30330,tipton r-vi school district,5076,761,182,0.23915900131406045
6423,MO,29,30360,trenton r-ix school district,7777,1253,307,0.24501197126895452
6424,MO,29,30390,tri-county r-vii school district,1979,509,161,0.3163064833005894
6425,MO,29,30450,troy r-iii school district,34314,7043,1269,0.18017890103649012
6426,MO,29,30520,twin rivers r-x school district,5980,962,319,0.3316008316008316
6427,MO,29,30570,union r-xi school district,20091,3583,483,0.13480323751046608
6428,MO,29,30600,union star r-ii school district,975,160,35,0.21875
6429,MO,29,30660,university city school district,36063,4576,710,0.15515734265734266
6430,MO,29,30690,valley park school district,8452,1022,106,0.10371819960861056
6431,MO,29,30720,valley r-vi school district,2915,459,116,0.25272331154684097
6432,MO,29,30750,van buren r-i school district,2998,464,116,0.25
6433,MO,29,30780,van-far r-i school district,5488,632,161,0.254746835443038
6434,MO,29,30810,verona r-vii school district,2364,543,121,0.22283609576427257
6435,MO,29,30990,walnut grove r-v school district,1995,338,45,0.13313609467455623
6436,MO,29,31050,warren county r-iii school district,19024,3554,589,0.16572875633089476
6437,MO,29,31020,warrensburg r-vi school district,26733,3458,520,0.15037593984962405
6438,MO,29,31070,warsaw r-ix school district,10689,1293,376,0.2907965970610982
6439,MO,29,31110,washington school district,31807,5682,563,0.09908482928546286
6440,MO,29,31440,waynesville r-vi schools,37213,5471,863,0.1577408152074575
6441,MO,29,31460,weaubleau r-iii school district,2516,389,121,0.3110539845758355
6442,MO,29,31500,webb city r-vii school district,21367,4446,704,0.15834457939721097
6443,MO,29,31530,webster groves school district,32213,5417,219,0.04042828133653314
6444,MO,29,31560,wellington-napoleon r-ix school district,2315,409,55,0.13447432762836187
6445,MO,29,31620,wellsville-middletown r-i school district,2551,451,98,0.21729490022172948
6446,MO,29,31650,wentzville r-iv school district,75154,15174,1095,0.07216291024120206
6447,MO,29,30900,west nodaway county r-i school district,1766,274,53,0.19343065693430658
6448,MO,29,31680,west plains r-vii school district,13388,2227,710,0.31881454872025144
6449,MO,29,31710,west platte county r-ii school district,4056,675,60,0.08888888888888889
6450,MO,29,18240,west st. francis county r-iv school district,5911,1084,306,0.2822878228782288
6451,MO,29,31860,westran r-i school district,3619,624,132,0.21153846153846154
6452,MO,29,31890,westview c-6 school district,1232,228,48,0.21052631578947367
6453,MO,29,31920,wheatland r-ii school district,2885,330,107,0.3242424242424242
6454,MO,29,31950,wheaton r-iii school district,2379,467,205,0.43897216274089934
6455,MO,29,32010,willard r-ii school district,24517,4701,809,0.17209104445862583
6456,MO,29,32070,willow springs r-iv school district,7678,1394,357,0.25609756097560976
6457,MO,29,32100,windsor c-1 school district,18525,3544,322,0.09085778781038374
6458,MO,29,32190,winfield r-iv school district,10324,1953,373,0.19098822324628775
6459,MO,29,32220,winona r-iii school district,2587,485,221,0.4556701030927835
6460,MO,29,32250,winston r-vi school district,1206,219,66,0.3013698630136986
6461,MO,29,19350,woodland r-iv school district,5954,1024,336,0.328125
6462,MO,29,32300,worth county r-iii school district,2118,307,59,0.19218241042345277
6463,MO,29,32310,wright city r-ii school district,11022,1911,364,0.19047619047619047
6464,MO,29,32490,zalma r-v school district,1397,214,59,0.2757009345794392
6465,MT,30,1710,absarokee elementary school district,1900,183,11,0.060109289617486336
6466,MT,30,1740,absarokee high school district,2346,132,5,0.03787878787878788
6467,MT,30,1860,alberton k-12 schools,1398,184,35,0.19021739130434784
6468,MT,30,17460,alder elementary school district,293,14,1,0.07142857142857142
6469,MT,30,1950,alzada elementary school district,160,4,0,0.0
6470,MT,30,1980,amsterdam elementary school district,1966,264,27,0.10227272727272728
6471,MT,30,2010,anaconda elementary school district,8879,670,141,0.21044776119402986
6472,MT,30,2030,anaconda high school district,8954,394,65,0.1649746192893401
6473,MT,30,2070,anderson elementary school district,1255,173,10,0.057803468208092484
6474,MT,30,2220,arlee elementary school district,2575,320,73,0.228125
6475,MT,30,2250,arlee high school district,2575,158,22,0.13924050632911392
6476,MT,30,2300,arrowhead elementary school district,1943,181,46,0.2541436464088398
6477,MT,30,8,ashland elementary school district,1289,210,53,0.2523809523809524
6478,MT,30,2490,auchard creek elementary school district,158,26,3,0.11538461538461539
6479,MT,30,2430,augusta elementary school district,688,37,2,0.05405405405405406
6480,MT,30,2450,augusta high school district,846,43,2,0.046511627906976744
6481,MT,30,2550,avon elementary school district,235,22,6,0.2727272727272727
6482,MT,30,2570,ayers elementary school district,83,10,1,0.1
6483,MT,30,2640,bainville k-12 schools,396,75,13,0.17333333333333334
6484,MT,30,2730,baker k-12 schools,2656,478,50,0.10460251046025104
6485,MT,30,2820,basin elementary school district,238,23,13,0.5652173913043478
6486,MT,30,3000,bear paw elementary school district,140,8,1,0.125
6487,MT,30,3090,beaverhead county high school district,8832,434,83,0.1912442396313364
6488,MT,30,3270,belfry k-12 schools,630,83,16,0.1927710843373494
6489,MT,30,3290,belgrade elementary school district,21636,2962,388,0.13099257258609048
6490,MT,30,3330,belgrade high school district,21840,1172,154,0.13139931740614336
6491,MT,30,3420,belt elementary school district,2132,220,34,0.15454545454545454
6492,MT,30,3450,belt high school district,2033,117,22,0.18803418803418803
6493,MT,30,3480,benton lake elementary school district,84,9,2,0.2222222222222222
6494,MT,30,3600,biddle elementary school district,120,9,0,0.0
6495,MT,30,3760,big sandy elementary school district,1182,157,30,0.1910828025477707
6496,MT,30,3750,big sandy high school district,2449,202,63,0.3118811881188119
6497,MT,30,654,big sky k-12 schools,2341,241,7,0.029045643153526972
6498,MT,30,3800,big timber elementary school district,2707,301,45,0.14950166112956811
6499,MT,30,3820,bigfork elementary school district,5928,526,79,0.15019011406844107
6500,MT,30,3840,bigfork high school district,7712,355,46,0.1295774647887324
6501,MT,30,3870,billings elementary school district,113556,12689,2010,0.1584049176452045
6502,MT,30,3900,billings high school district,134611,6945,727,0.1046796256299496
6503,MT,30,3990,birney elementary school district,103,14,2,0.14285714285714285
6504,MT,30,4200,bloomfield elementary school district,110,14,1,0.07142857142857142
6505,MT,30,4230,blue creek elementary school district,2220,274,15,0.05474452554744526
6506,MT,30,4260,bonner elementary school district,2645,303,98,0.3234323432343234
6507,MT,30,4380,boulder elementary school district,2027,177,63,0.3559322033898305
6508,MT,30,4440,box elder elementary school district,434,77,23,0.2987012987012987
6509,MT,30,4500,box elder high school district,434,26,8,0.3076923076923077
6510,MT,30,4560,bozeman elementary school district,55940,4918,527,0.107157381049207
6511,MT,30,4590,bozeman high school district,62509,2321,186,0.08013787160706592
6512,MT,30,4800,bridger k-12 schools,1346,189,20,0.10582010582010581
6513,MT,30,6,broadus elementary school district,1402,120,10,0.08333333333333333
6514,MT,30,4890,broadview elementary school district,877,110,31,0.2818181818181818
6515,MT,30,4920,broadview high school district,971,74,7,0.0945945945945946
6516,MT,30,5010,brockton elementary school district,604,86,27,0.313953488372093
6517,MT,30,5040,brockton high school district,604,52,18,0.34615384615384615
6518,MT,30,5130,brorson elementary school district,211,22,2,0.09090909090909091
6519,MT,30,5140,browning elementary school district,8510,1446,552,0.3817427385892116
6520,MT,30,5190,browning high school district,9066,607,183,0.3014827018121911
6521,MT,30,5280,butte elementary school district,33044,3245,748,0.2305084745762712
6522,MT,30,5310,butte high school district,34631,1676,288,0.1718377088305489
6523,MT,30,5330,bynum elementary school district,224,21,2,0.09523809523809523
6524,MT,30,5460,canyon creek elementary school district,2020,216,27,0.125
6525,MT,30,5550,cardwell elementary school district,416,47,7,0.14893617021276595
6526,MT,30,5610,carter county high school district,1153,52,5,0.09615384615384616
6527,MT,30,5760,carter elementary school district,170,17,3,0.17647058823529413
6528,MT,30,5880,cascade elementary school district,1976,185,26,0.14054054054054055
6529,MT,30,5910,cascade high school district,2827,179,13,0.07262569832402235
6530,MT,30,5990,cayuse prairie elementary school district,2547,309,53,0.1715210355987055
6531,MT,30,25130,centerville elementary school district,1398,147,41,0.2789115646258503
6532,MT,30,25140,centerville high school district,1355,79,5,0.06329113924050633
6533,MT,30,6112,charlo elementary school district,1348,181,46,0.2541436464088398
6534,MT,30,6115,charlo high school district,1806,120,38,0.31666666666666665
6535,MT,30,98,chester-joplin-inverness elementary school district,2212,210,50,0.23809523809523808
6536,MT,30,101,chester-joplin-inverness high school district,2487,136,10,0.07352941176470588
6537,MT,30,6260,chinook elementary school district,1925,230,47,0.20434782608695654
6538,MT,30,6270,chinook high school district,2379,113,18,0.1592920353982301
6539,MT,30,6320,choteau elementary school district,2578,264,33,0.125
6540,MT,30,6330,choteau high school district,3113,178,7,0.03932584269662921
6541,MT,30,6790,circle elementary school district,1287,142,29,0.20422535211267606
6542,MT,30,6810,circle high school district,1694,107,7,0.06542056074766354
6543,MT,30,6840,clancy elementary school district,2766,297,22,0.07407407407407407
6544,MT,30,4050,cleveland elementary school district,83,8,3,0.375
6545,MT,30,6870,clinton elementary school district,2427,322,41,0.12732919254658384
6546,MT,30,7030,cohagen elementary school district,227,25,2,0.08
6547,MT,30,7050,colstrip elementary school district,2520,334,61,0.18263473053892215
6548,MT,30,7080,colstrip high school district,2520,168,18,0.10714285714285714
6549,MT,30,7110,columbia falls elementary school district,14959,1663,367,0.22068550811785928
6550,MT,30,7140,columbia falls high school district,15464,872,107,0.12270642201834862
6551,MT,30,7190,columbus elementary school district,3692,446,56,0.12556053811659193
6552,MT,30,7200,columbus high school district,3896,220,34,0.15454545454545454
6553,MT,30,7330,conrad elementary school district,3421,377,77,0.20424403183023873
6554,MT,30,7320,conrad high school district,3679,222,42,0.1891891891891892
6555,MT,30,7350,cooke city elementary school district,99,5,1,0.2
6556,MT,30,7410,corvallis k-12 schools,7801,1519,372,0.24489795918367346
6557,MT,30,89,cottonwood elementary school district,112,8,1,0.125
6558,MT,30,7500,cottonwood elementary school district,253,27,1,0.037037037037037035
6559,MT,30,14150,cottonwood elementary school district,369,42,7,0.16666666666666666
6560,MT,30,7710,creston elementary school district,1232,138,20,0.14492753623188406
6561,MT,30,7830,culbertson elementary school district,1122,99,15,0.15151515151515152
6562,MT,30,7860,culbertson high school district,997,76,11,0.14473684210526316
6563,MT,30,7930,custer county high school district,12092,667,81,0.12143928035982009
6564,MT,30,8130,custer k-12 schools,380,57,13,0.22807017543859648
6565,MT,30,3,cut bank elementary school district,4504,584,147,0.2517123287671233
6566,MT,30,8190,cut bank high school district,4630,287,67,0.23344947735191637
6567,MT,30,8280,darby k-12 schools,4124,479,88,0.1837160751565762
6568,MT,30,8310,davey elementary school district,64,6,3,0.5
6569,MT,30,8340,dawson high school district,9001,452,40,0.08849557522123894
6570,MT,30,8880,de smet elementary school district,884,121,33,0.2727272727272727
6571,MT,30,8640,deep creek elementary school district,115,17,2,0.11764705882352941
6572,MT,30,8470,deer creek elementary school district,1788,215,14,0.06511627906976744
6573,MT,30,8670,deer lodge elementary school district,5721,390,85,0.21794871794871795
6574,MT,30,8700,deer park elementary school district,1044,115,14,0.12173913043478261
6575,MT,30,8730,deerfield elementary school district,57,10,1,0.1
6576,MT,30,8860,denton elementary school district,520,59,5,0.0847457627118644
6577,MT,30,8850,denton high school district,578,33,2,0.06060606060606061
6578,MT,30,8910,dillon elementary school district,7840,642,118,0.1838006230529595
6579,MT,30,9000,divide elementary school district,183,15,3,0.2
6580,MT,30,9030,dixon elementary school district,458,55,18,0.32727272727272727
6581,MT,30,9120,dodson k-12,345,52,14,0.2692307692307692
6582,MT,30,9180,drummond elementary school district,982,93,42,0.45161290322580644
6583,MT,30,9210,drummond high school district,1288,59,10,0.1694915254237288
6584,MT,30,9330,dupuyer elementary school district,378,59,18,0.3050847457627119
6585,MT,30,102,dutton/brady k-12 schools,984,141,32,0.22695035460992907
6586,MT,30,9510,east glacier park elementary school district,556,70,15,0.21428571428571427
6587,MT,30,9560,east helena elementary school district,9013,1155,123,0.10649350649350649
6588,MT,30,9670,ekalaka elementary school district,885,65,18,0.27692307692307694
6589,MT,30,9720,elder grove elementary school district,3170,434,47,0.10829493087557604
6590,MT,30,9780,elliston elementary school district,333,19,3,0.15789473684210525
6591,MT,30,9840,elysian elementary school district,1150,116,15,0.12931034482758622
6592,MT,30,9930,ennis k-12 schools,3540,354,48,0.13559322033898305
6593,MT,30,10080,eureka elementary school district,4760,489,147,0.3006134969325153
6594,MT,30,10920,evergreen elementary school district,6267,808,205,0.2537128712871287
6595,MT,30,10230,fair-mont-egan elementary school district,1183,149,23,0.15436241610738255
6596,MT,30,10140,fairfield elementary school district,1243,159,34,0.2138364779874214
6597,MT,30,10170,fairfield high school district,1897,118,13,0.11016949152542373
6598,MT,30,10210,fairview elementary school district,1569,192,27,0.140625
6599,MT,30,10290,fairview high school district,1664,110,3,0.02727272727272727
6600,MT,30,10530,fergus high school district,8890,468,48,0.10256410256410256
6601,MT,30,10800,fishtail elementary school district,367,25,9,0.36
6602,MT,30,15420,flathead high school district,59914,3227,526,0.16299969011465756
6603,MT,30,11100,florence-carlton k-12 schools,5448,982,155,0.15784114052953158
6604,MT,30,11160,forsyth elementary school district,2550,265,35,0.1320754716981132
6605,MT,30,11190,forsyth high school district,2610,133,11,0.08270676691729323
6606,MT,30,11240,fort benton elementary school district,1909,187,14,0.0748663101604278
6607,MT,30,11260,fort benton high school district,2334,124,19,0.1532258064516129
6608,MT,30,11340,fortine elementary school district,752,60,47,0.7833333333333333
6609,MT,30,11420,frazer elementary school district,564,117,29,0.24786324786324787
6610,MT,30,11460,frazer high school district,770,70,17,0.24285714285714285
6611,MT,30,11520,frenchtown k-12 schools,6786,1314,110,0.0837138508371385
6612,MT,30,11550,froid elementary school district,467,57,12,0.21052631578947367
6613,MT,30,11580,froid high school district,467,24,5,0.20833333333333334
6614,MT,30,11650,fromberg k-12 schools,1094,159,20,0.12578616352201258
6615,MT,30,11670,frontier elementary school district,467,59,9,0.15254237288135594
6616,MT,30,11730,galata elementary school district,254,30,15,0.5
6617,MT,30,11790,gallatin gateway elementary school district,1701,195,30,0.15384615384615385
6618,MT,30,11820,gardiner elementary school district,1381,124,11,0.08870967741935484
6619,MT,30,11850,gardiner high school district,1480,70,13,0.18571428571428572
6620,MT,30,11880,garfield county high school district,1309,66,5,0.07575757575757576
6621,MT,30,21480,garrison elementary school district,128,8,4,0.5
6622,MT,30,12210,geraldine k-12 schools,647,125,31,0.248
6623,MT,30,12270,geyser elementary school district,463,51,15,0.29411764705882354
6624,MT,30,12300,geyser high school district,463,25,3,0.12
6625,MT,30,12350,gildford colony elementary school district,133,20,4,0.2
6626,MT,30,12420,glasgow k-12 schools,5133,868,131,0.15092165898617513
6627,MT,30,12510,glendive elementary school district,6840,708,124,0.1751412429378531
6628,MT,30,12570,gold creek elementary school district,225,35,8,0.22857142857142856
6629,MT,30,12600,golden ridge elementary school district,160,16,6,0.375
6630,MT,30,12900,grant elementary school district,144,16,3,0.1875
6631,MT,30,12960,grass range elementary school district,504,39,21,0.5384615384615384
6632,MT,30,12990,grass range high school district,587,39,12,0.3076923076923077
6633,MT,30,13040,great falls elementary school district,72919,7814,1543,0.1974660865113898
6634,MT,30,13050,great falls high school district,73061,3679,492,0.1337319923892362
6635,MT,30,13110,greenfield elementary school district,524,47,4,0.0851063829787234
6636,MT,30,13140,greycliff elementary school district,349,48,7,0.14583333333333334
6637,MT,30,13200,hall elementary school district,306,29,5,0.1724137931034483
6638,MT,30,13260,hamilton k-12 schools,11348,1573,532,0.3382072472981564
6639,MT,30,13310,hardin elementary school district,9785,1535,488,0.31791530944625407
6640,MT,30,13340,hardin high school district,8443,576,220,0.3819444444444444
6641,MT,30,13395,harlem elementary school district,2452,420,158,0.3761904761904762
6642,MT,30,13400,harlem high school district,2583,176,33,0.1875
6643,MT,30,13440,harlowton elementary school district,1736,193,62,0.32124352331606215
6644,MT,30,13470,harlowton high school district,1841,109,11,0.10091743119266056
6645,MT,30,13530,harrison k-12 schools,665,92,7,0.07608695652173914
6646,MT,30,13560,havre elementary school district,12633,1509,304,0.20145791915175612
6647,MT,30,13590,havre high school district,13048,690,89,0.1289855072463768
6648,MT,30,13280,hawks home elementary school district,108,10,7,0.7
6649,MT,30,13660,hays-lodge pole k-12 schools,1348,359,127,0.35376044568245124
6650,MT,30,99,heart butte k-12 schools,756,190,62,0.3263157894736842
6651,MT,30,5,helena elementary school district,52385,5645,761,0.13480956598759963
6652,MT,30,13800,helena flats elementary school district,1926,275,38,0.13818181818181818
6653,MT,30,13830,helena high school district,63687,3179,443,0.13935199748348537
6654,MT,30,13860,hellgate elementary school district,13202,1470,181,0.12312925170068027
6655,MT,30,13890,helmville elementary school district,214,15,3,0.2
6656,MT,30,14070,highwood k-12 schools,464,82,10,0.12195121951219512
6657,MT,30,14340,hinsdale elementary school district,422,50,8,0.16
6658,MT,30,14370,hinsdale high school district,462,32,5,0.15625
6659,MT,30,14430,hobson k-12 schools,709,101,16,0.15841584158415842
6660,MT,30,14640,hot springs k-12 schools,1433,208,54,0.25961538461538464
6661,MT,30,14700,huntley project k-12 schools,4464,857,83,0.09684947491248541
6662,MT,30,14760,hysham k-12 schools,692,80,16,0.2
6663,MT,30,14820,independent elementary school district,2760,442,30,0.06787330316742081
6664,MT,30,15060,jackson elementary school district,154,20,2,0.1
6665,MT,30,15120,jefferson high school district,8034,509,49,0.0962671905697446
6666,MT,30,15200,joliet elementary school district,2105,220,35,0.1590909090909091
6667,MT,30,15260,joliet high school district,2460,151,15,0.09933774834437085
6668,MT,30,15340,jordan elementary school district,716,93,21,0.22580645161290322
6669,MT,30,15360,judith gap elementary school district,327,29,7,0.2413793103448276
6670,MT,30,15390,judith gap high school district,327,17,6,0.35294117647058826
6671,MT,30,15450,kalispell elementary school district,28915,3323,611,0.18386999699067108
6672,MT,30,15510,kester elementary school district,86,8,3,0.375
6673,MT,30,15570,kila elementary school district,2009,235,28,0.11914893617021277
6674,MT,30,15610,king colony elementary school district,319,27,4,0.14814814814814814
6675,MT,30,7980,kinsey elementary school district,543,88,11,0.125
6676,MT,30,15640,kircher elementary school district,821,88,8,0.09090909090909091
6677,MT,30,15690,knees elementary school district,170,32,6,0.1875
6678,MT,30,16110,la motte elementary school district,918,99,7,0.0707070707070707
6679,MT,30,15990,lambert elementary school district,453,53,3,0.05660377358490566
6680,MT,30,16020,lambert high school district,407,20,1,0.05
6681,MT,30,16050,lame deer elementary school district,2807,560,221,0.39464285714285713
6682,MT,30,95,lame deer high school district,5468,425,148,0.34823529411764703
6683,MT,30,16200,laurel elementary school district,11608,1531,164,0.10711952971913782
6684,MT,30,16230,laurel high school district,11253,683,52,0.07613469985358712
6685,MT,30,16290,lavina k-12 schools,365,61,23,0.3770491803278688
6686,MT,30,16360,lennep elementary school district,58,2,1,0.5
6687,MT,30,16490,lewistown elementary school district,8519,821,128,0.1559074299634592
6688,MT,30,16530,libby k-12 schools,9569,1275,350,0.27450980392156865
6689,MT,30,93,liberty elementary school district,236,40,5,0.125
6690,MT,30,16710,lima k-12 schools,513,93,26,0.27956989247311825
6691,MT,30,16770,lincoln county high school district,6081,313,51,0.16293929712460065
6692,MT,30,16810,lincoln k-12 schools,1323,156,52,0.3333333333333333
6693,MT,30,8400,lindsay elementary school district,356,46,7,0.15217391304347827
6694,MT,30,16880,livingston elementary school district,10570,1063,169,0.1589840075258702
6695,MT,30,16950,lockwood elementary school district,8270,1196,158,0.13210702341137123
6696,MT,30,17010,lodge grass elementary school district,1832,309,105,0.33980582524271846
6697,MT,30,17040,lodge grass high school district,2301,155,46,0.2967741935483871
6698,MT,30,17130,lolo elementary school district,5285,715,84,0.11748251748251748
6699,MT,30,17190,lone rock elementary school district,3098,321,57,0.17757009345794392
6700,MT,30,17340,lustre elementary school district,206,23,7,0.30434782608695654
6701,MT,30,17370,luther elementary school district,408,34,2,0.058823529411764705
6702,MT,30,17520,malmborg elementary school district,224,39,5,0.1282051282051282
6703,MT,30,17580,malta k-12 schools,3165,522,94,0.18007662835249041
6704,MT,30,17610,manhattan elementary school district,2943,380,53,0.1394736842105263
6705,MT,30,17640,manhattan high school district,4966,288,16,0.05555555555555555
6706,MT,30,17700,marion elementary school district,1615,198,19,0.09595959595959595
6707,MT,30,6030,mccormick elementary school district,471,40,9,0.225
6708,MT,30,18060,mcleod elementary school district,224,23,1,0.043478260869565216
6709,MT,30,18170,medicine lake k-12 schools,677,116,9,0.07758620689655173
6710,MT,30,18210,melrose elementary school district,117,12,5,0.4166666666666667
6711,MT,30,18240,melstone elementary school district,489,47,7,0.14893617021276595
6712,MT,30,18270,melstone high school district,290,19,3,0.15789473684210525
6713,MT,30,18290,melville elementary school district,220,27,3,0.1111111111111111
6714,MT,30,21150,miami elementary school district,258,19,6,0.3157894736842105
6715,MT,30,18410,miles city elementary school district,10268,1041,179,0.17195004803073968
6716,MT,30,18570,missoula elementary school district,70772,5916,1150,0.19438810006761326
6717,MT,30,18540,missoula high school district,103525,4354,589,0.1352779053743684
6718,MT,30,18660,molt elementary school district,199,27,3,0.1111111111111111
6719,MT,30,18750,monforton elementary school district,2219,219,26,0.1187214611872146
6720,MT,30,18780,montana city elementary school district,3002,427,15,0.0351288056206089
6721,MT,30,18870,moore elementary school district,521,61,18,0.29508196721311475
6722,MT,30,18900,moore high school district,521,24,11,0.4583333333333333
6723,MT,30,18960,morin elementary school district,426,64,10,0.15625
6724,MT,30,4,mountain view elementary school district,127,24,8,0.3333333333333333
6725,MT,30,19170,nashua k-12 schools,924,123,14,0.11382113821138211
6726,MT,30,19310,north harlem colony elementary school district,45,9,3,0.3333333333333333
6727,MT,30,96,north star elementary school district,996,106,19,0.1792452830188679
6728,MT,30,97,north star high school district,1147,52,8,0.15384615384615385
6729,MT,30,90,noxon elementary school district,1415,110,19,0.17272727272727273
6730,MT,30,19500,noxon high school district,2540,176,27,0.1534090909090909
6731,MT,30,19530,nye elementary school district,216,10,1,0.1
6732,MT,30,10950,olney-bissell elementary school district,1206,109,23,0.21100917431192662
6733,MT,30,19740,opheim k-12 schools,350,37,3,0.08108108108108109
6734,MT,30,19950,ovando elementary school district,249,9,2,0.2222222222222222
6735,MT,30,19980,paradise elementary school district,342,25,5,0.2
6736,MT,30,20040,park city elementary school district,2325,298,26,0.087248322147651
6737,MT,30,20070,park city high school district,2122,108,6,0.05555555555555555
6738,MT,30,20100,park high school district,12995,602,100,0.16611295681063123
6739,MT,30,20170,pass creek elementary school district,103,12,1,0.08333333333333333
6740,MT,30,20240,pendroy elementary school district,312,52,16,0.3076923076923077
6741,MT,30,12840,philipsburg k-12 schools,1921,223,27,0.1210762331838565
6742,MT,30,20670,pine creek elementary school district,363,16,2,0.125
6743,MT,30,20690,pine grove elementary school district,94,11,1,0.09090909090909091
6744,MT,30,20790,pioneer elementary school district,960,125,28,0.224
6745,MT,30,20820,plains elementary school district,3069,291,85,0.2920962199312715
6746,MT,30,20850,plains high school district,3410,140,22,0.15714285714285714
6747,MT,30,20880,pleasant valley elementary school district,171,7,1,0.14285714285714285
6748,MT,30,13360,plenty coups high school district,756,53,23,0.4339622641509434
6749,MT,30,20960,plentywood k-12 schools,2664,396,40,0.10101010101010101
6750,MT,30,21000,plevna k-12 schools,452,85,3,0.03529411764705882
6751,MT,30,21030,polaris elementary school district,98,5,3,0.6
6752,MT,30,21060,polson elementary school district,10071,1107,244,0.2204155374887082
6753,MT,30,21090,polson high school district,11241,561,157,0.2798573975044563
6754,MT,30,21240,poplar elementary school district,3830,638,249,0.390282131661442
6755,MT,30,21270,poplar high school district,3830,308,95,0.30844155844155846
6756,MT,30,21330,potomac elementary school district,1108,111,15,0.13513513513513514
6757,MT,30,4860,powder river county high school district,1799,111,18,0.16216216216216217
6758,MT,30,21450,powell county high school district,7105,341,65,0.1906158357771261
6759,MT,30,21510,power elementary school district,453,53,12,0.22641509433962265
6760,MT,30,21540,power high school district,483,29,4,0.13793103448275862
6761,MT,30,21720,pryor elementary school district,756,119,38,0.31932773109243695
6762,MT,30,21850,ramsay elementary school district,1289,138,17,0.12318840579710146
6763,MT,30,21870,rapelje elementary school district,245,31,3,0.0967741935483871
6764,MT,30,21900,rapelje high school district,350,20,2,0.1
6765,MT,30,21960,rau elementary school district,399,51,3,0.058823529411764705
6766,MT,30,22080,red lodge elementary school district,3406,274,75,0.2737226277372263
6767,MT,30,22110,red lodge high school district,3951,178,12,0.06741573033707865
6768,MT,30,22230,reedpoint elementary school district,660,69,7,0.10144927536231885
6769,MT,30,22260,reedpoint high school district,595,39,2,0.05128205128205128
6770,MT,30,22290,reichle elementary school district,128,14,2,0.14285714285714285
6771,MT,30,22370,richey elementary school district,447,49,4,0.08163265306122448
6772,MT,30,22410,richey high school district,517,22,2,0.09090909090909091
