,State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder,poverty_proportion
6773,MT,30,22710,roberts k-12 schools,919,133,21,0.15789473684210525
6774,MT,30,22750,rocky boy elementary school district,3077,643,194,0.30171073094867806
6775,MT,30,28911,rocky boy high school district,1839,159,35,0.22012578616352202
6776,MT,30,22790,ronan elementary school district,8751,1214,416,0.342668863261944
6777,MT,30,22800,ronan high school district,8751,514,134,0.2607003891050584
6778,MT,30,22920,rosebud k-12,464,76,24,0.3157894736842105
6779,MT,30,11990,ross elementary school district,26,3,2,0.6666666666666666
6780,MT,30,23040,roundup elementary school district,4155,414,98,0.23671497584541062
6781,MT,30,23070,roundup high school district,4294,207,69,0.3333333333333333
6782,MT,30,23160,roy k-12 schools,300,51,13,0.2549019607843137
6783,MT,30,23340,ryegate k-12 schools,487,71,12,0.16901408450704225
6784,MT,30,8040,s h elementary school district,163,8,3,0.375
6785,MT,30,8010,s y elementary school district,78,3,0,0.0
6786,MT,30,23370,saco elementary school district,526,50,10,0.2
6787,MT,30,23400,saco high school district,486,34,6,0.17647058823529413
6788,MT,30,12060,sand springs elementary school district,160,19,2,0.10526315789473684
6789,MT,30,23520,savage elementary school district,694,79,13,0.16455696202531644
6790,MT,30,23550,savage high school district,720,48,8,0.16666666666666666
6791,MT,30,23670,scobey k-12 schools,1793,276,33,0.11956521739130435
6792,MT,30,23730,seeley lake elementary school district,2118,204,32,0.1568627450980392
6793,MT,30,23850,shawmut elementary school district,105,10,2,0.2
6794,MT,30,23900,shelby elementary school district,3704,318,60,0.18867924528301888
6795,MT,30,23910,shelby high school district,3958,200,27,0.135
6796,MT,30,23940,shepherd elementary school district,4082,583,112,0.19210977701543738
6797,MT,30,23970,shepherd high school district,4082,294,58,0.19727891156462585
6798,MT,30,24150,sheridan elementary school district,1410,116,23,0.19827586206896552
6799,MT,30,24180,sheridan high school district,1703,71,25,0.352112676056338
6800,MT,30,932,shields valley elementary school district,1671,158,21,0.13291139240506328
6801,MT,30,933,shields valley high school district,1671,85,4,0.047058823529411764
6802,MT,30,24200,sidney elementary school district,8102,948,92,0.0970464135021097
6803,MT,30,24230,sidney high school district,8785,495,47,0.09494949494949495
6804,MT,30,24330,simms high school district,3068,169,30,0.17751479289940827
6805,MT,30,2850,smith valley elementary school district,1986,271,68,0.25092250922509224
6806,MT,30,2,somers elementary school district,6586,753,133,0.17662682602921648
6807,MT,30,7,south stacey elementary school district,99,8,3,0.375
6808,MT,30,24690,spring creek colony elementary school district,52,9,1,0.1111111111111111
6809,MT,30,3660,spring creek elementary school district,66,5,1,0.2
6810,MT,30,7950,spring creek elementary school district,104,10,2,0.2
6811,MT,30,24780,springdale elementary school district,127,16,5,0.3125
6812,MT,30,24810,springhill elementary school district,125,8,2,0.25
6813,MT,30,6110,st. ignatius k-12 schools,3316,683,145,0.212298682284041
6814,MT,30,24930,st. regis k-12 schools,1257,190,80,0.42105263157894735
6815,MT,30,24990,stanford k-12 schools,786,115,11,0.09565217391304348
6816,MT,30,25020,stevensville elementary school district,6761,665,136,0.20451127819548873
6817,MT,30,25050,stevensville high school district,9859,470,74,0.1574468085106383
6818,MT,30,24300,sun river valley elementary school district,2147,244,76,0.3114754098360656
6819,MT,30,25320,sunburst k-12 schools,1192,204,34,0.16666666666666666
6820,MT,30,25380,sunset elementary school district,219,18,2,0.1111111111111111
6821,MT,30,25470,superior k-12 schools,2293,302,46,0.152317880794702
6822,MT,30,15930,swan lake-salmon elementary school district,357,27,4,0.14814814814814814
6823,MT,30,25500,swan river elementary school district,1619,134,23,0.17164179104477612
6824,MT,30,25530,swan valley elementary school district,568,44,11,0.25
6825,MT,30,25560,sweet grass county high school district,3573,225,19,0.08444444444444445
6826,MT,30,25890,target range elementary school district,3640,395,63,0.15949367088607594
6827,MT,30,25950,terry k-12 schools,1148,135,27,0.2
6828,MT,30,26070,thompson falls elementary school district,3541,283,87,0.30742049469964666
6829,MT,30,26100,thompson falls high school district,3541,170,71,0.4176470588235294
6830,MT,30,26160,three forks elementary school district,3769,450,38,0.08444444444444445
6831,MT,30,26190,three forks high school district,3739,237,10,0.04219409282700422
6832,MT,30,4980,townsend k-12 schools,5093,784,113,0.1441326530612245
6833,MT,30,26400,trail creek elementary school district,43,7,1,0.14285714285714285
6834,MT,30,26460,trego elementary school district,569,43,9,0.20930232558139536
6835,MT,30,26490,trinity elementary school district,1654,178,32,0.1797752808988764
6836,MT,30,26520,trout creek elementary school district,1125,79,19,0.24050632911392406
6837,MT,30,26550,troy elementary school district,2763,245,44,0.17959183673469387
6838,MT,30,26580,troy high school district,3475,137,49,0.35766423357664234
6839,MT,30,26640,turner elementary school district,312,48,13,0.2708333333333333
6840,MT,30,26670,turner high school district,309,22,5,0.22727272727272727
6841,MT,30,26730,twin bridges k-12 schools,1515,228,36,0.15789473684210525
6842,MT,30,26880,ulm elementary school district,735,62,6,0.0967741935483871
6843,MT,30,15900,upper west shore elementary school district,914,94,24,0.2553191489361702
6844,MT,30,27060,valier elementary school district,992,115,18,0.1565217391304348
6845,MT,30,27090,valier high school district,1370,78,24,0.3076923076923077
6846,MT,30,27150,valley view elementary school district,256,36,6,0.16666666666666666
6847,MT,30,5850,vaughn elementary school district,921,103,16,0.1553398058252427
6848,MT,30,27270,victor k-12 schools,3557,524,139,0.2652671755725191
6849,MT,30,27340,vida elementary school district,407,30,12,0.4
6850,MT,30,27480,warrick elementary school district,28,2,0,0.0
6851,MT,30,94,west glacier elementary school district,505,41,4,0.0975609756097561
6852,MT,30,27570,west valley elementary school district,3935,601,94,0.15640599001663893
6853,MT,30,27630,west yellowstone k-12 school district,1923,269,25,0.09293680297397769
6854,MT,30,27730,westby k-12 schools,355,61,11,0.18032786885245902
6855,MT,30,28750,white sulphur springs elementary school district,1795,140,52,0.37142857142857144
6856,MT,30,28770,white sulphur springs high school district,1853,97,8,0.08247422680412371
6857,MT,30,27740,whitefish elementary school district,13551,1361,241,0.17707567964731816
6858,MT,30,27790,whitefish high school district,14258,628,67,0.10668789808917198
6859,MT,30,27810,whitehall elementary school district,3493,319,41,0.12852664576802508
6860,MT,30,27840,whitehall high school district,3970,204,19,0.09313725490196079
6861,MT,30,27930,whitewater k-12 schools,196,34,4,0.11764705882352941
6862,MT,30,27960,whitlash elementary school district,39,3,0,0.0
6863,MT,30,28020,wibaux k-12 schools,1121,187,30,0.16042780748663102
6864,MT,30,28140,willow creek elementary school district,364,30,8,0.26666666666666666
6865,MT,30,28170,willow creek high school district,299,14,1,0.07142857142857142
6866,MT,30,28380,winifred k-12 schools,533,84,19,0.2261904761904762
6867,MT,30,28470,winnett k-12 schools,485,95,20,0.21052631578947367
6868,MT,30,28500,wisdom elementary school district,251,18,8,0.4444444444444444
6869,MT,30,10820,wise river elementary school district,292,24,3,0.125
6870,MT,30,28550,wolf creek elementary school district,636,36,10,0.2777777777777778
6871,MT,30,28590,wolf point elementary school district,4571,733,220,0.30013642564802184
6872,MT,30,28620,wolf point high school district,5038,332,74,0.22289156626506024
6873,MT,30,28650,woodman elementary school district,465,51,6,0.11764705882352941
6874,MT,30,28800,wyola elementary school district,470,66,25,0.3787878787878788
6875,MT,30,28830,yaak elementary school district,241,12,4,0.3333333333333333
6876,MT,30,28860,yellowstone academy elementary school district,79,22,3,0.13636363636363635
6877,MT,30,28910,zurich elementary school district,314,35,9,0.2571428571428571
6878,NE,31,2770,adams central public schools,5290,1108,60,0.05415162454873646
6879,NE,31,2790,ainsworth community schools,2935,452,71,0.1570796460176991
6880,NE,31,2880,allen consolidated schools,964,223,24,0.10762331838565023
6881,NE,31,2910,alliance public schools,9830,1788,285,0.1593959731543624
6882,NE,31,80,alma public schools,1923,268,45,0.16791044776119404
6883,NE,31,70,amherst public schools,1167,198,15,0.07575757575757576
6884,NE,31,10,anselmo-merna public schools,1148,207,55,0.26570048309178745
6885,NE,31,3060,ansley public schools,1027,189,34,0.17989417989417988
6886,NE,31,3090,arapahoe public schools,1873,318,65,0.20440251572327045
6887,NE,31,3120,arcadia public schools,516,97,13,0.13402061855670103
6888,NE,31,3130,arlington public schools,3386,629,66,0.10492845786963434
6889,NE,31,73,arnold public schools,1002,142,23,0.1619718309859155
6890,NE,31,3210,arthur county schools,469,105,14,0.13333333333333333
6891,NE,31,34,ashland-greenwood public schools,4919,873,105,0.12027491408934708
6892,NE,31,3330,auburn public schools,5644,841,124,0.14744351961950058
6893,NE,31,3360,aurora public schools,6678,1247,121,0.09703287890938252
6894,NE,31,3420,axtell community schools,1387,267,21,0.07865168539325842
6895,NE,31,3440,bancroft-rosalie community schools,1149,225,35,0.15555555555555556
6896,NE,31,67,banner county public schools,815,112,27,0.24107142857142858
6897,NE,31,3540,battle creek public schools,2595,496,45,0.0907258064516129
6898,NE,31,90,bayard public schools,2304,437,64,0.14645308924485126
6899,NE,31,3600,beatrice public schools,14164,2222,335,0.15076507650765075
6900,NE,31,3810,bellevue public schools,48046,9475,787,0.08306068601583114
6901,NE,31,3990,bennington public schools,7892,1640,73,0.04451219512195122
6902,NE,31,4020,bertrand public schools,1421,264,37,0.14015151515151514
6903,NE,31,4100,blair community schools,13133,2429,178,0.0732811856731165
6904,NE,31,4140,bloomfield community schools,1761,268,53,0.19776119402985073
6905,NE,31,4200,blue hill public schools,1566,289,33,0.11418685121107267
6906,NE,31,2820,boone central schools,3557,625,75,0.12
6907,NE,31,4290,brady public schools,901,203,29,0.14285714285714285
6908,NE,31,105,bridgeport public schools,2526,491,83,0.1690427698574338
6909,NE,31,11,broken bow public schools,4840,812,136,0.16748768472906403
6910,NE,31,124,bruning-davenport unified school system,1359,223,30,0.13452914798206278
6911,NE,31,4640,burwell public schools,1991,322,40,0.12422360248447205
6912,NE,31,12,callaway public schools,1269,229,23,0.10043668122270742
6913,NE,31,15,cambridge public schools,1528,252,27,0.10714285714285714
6914,NE,31,4870,cedar bluffs public schools,1185,214,11,0.0514018691588785
6915,NE,31,68,cedar rapids public schools,870,131,17,0.1297709923664122
6916,NE,31,99,centennial public schools,3452,598,93,0.15551839464882944
6917,NE,31,4920,central city public schools,4609,828,107,0.1292270531400966
6918,NE,31,62950,centura public schools,2674,511,55,0.10763209393346379
6919,NE,31,4980,chadron public schools,7431,991,167,0.16851664984863773
6920,NE,31,5010,chambers public schools,715,117,11,0.09401709401709402
6921,NE,31,163,chase county schools,3233,620,52,0.08387096774193549
6922,NE,31,5160,clarkson public schools,1299,211,37,0.17535545023696683
6923,NE,31,5220,clay center public schools,931,153,20,0.13071895424836602
6924,NE,31,5280,cody-kilgore public schools,484,98,19,0.19387755102040816
6925,NE,31,5310,coleridge community schools,804,124,17,0.13709677419354838
6926,NE,31,5340,columbus public schools,23569,4298,480,0.11167985109353187
6927,NE,31,74200,conestoga public schools,4228,804,48,0.05970149253731343
6928,NE,31,5460,cozad city schools,5178,970,165,0.17010309278350516
6929,NE,31,5520,crawford public schools,1392,202,45,0.22277227722772278
6930,NE,31,140,creek valley schools,2066,323,48,0.14860681114551083
6931,NE,31,5550,creighton public schools,2017,367,51,0.13896457765667575
6932,NE,31,95,crete public schools,10281,1808,241,0.13329646017699115
6933,NE,31,5630,crofton community schools,2206,410,55,0.13414634146341464
6934,NE,31,130,cross county community schools,2168,390,25,0.0641025641025641
6935,NE,31,2,david city public schools,5578,1008,107,0.10615079365079365
6936,NE,31,5910,deshler public schools,1396,276,24,0.08695652173913043
6937,NE,31,125,diller-odell public schools,1502,255,22,0.08627450980392157
6938,NE,31,121,doniphan-trumbull public schools,2641,508,66,0.12992125984251968
6939,NE,31,69840,dorchester public schools,1122,183,10,0.0546448087431694
6940,NE,31,165,douglas county west community schools,5802,964,112,0.11618257261410789
6941,NE,31,77,dundy county public schools,2385,411,82,0.19951338199513383
6942,NE,31,3,east butler public schools,2522,431,36,0.08352668213457076
6943,NE,31,70020,elba public schools,497,76,13,0.17105263157894737
6944,NE,31,70050,elgin public schools,1276,218,34,0.1559633027522936
6945,NE,31,70110,elkhorn public schools,32611,7058,303,0.04293000850099178
6946,NE,31,25,elkhorn valley schools,1974,299,40,0.13377926421404682
6947,NE,31,70140,elm creek public schools,1663,308,36,0.11688311688311688
6948,NE,31,1992,elmwood-murdock public schools,2052,414,21,0.050724637681159424
6949,NE,31,70220,elwood public schools,1772,270,36,0.13333333333333333
6950,NE,31,141,emerson-hubbard public schools,1834,320,103,0.321875
6951,NE,31,111,eustis-farnam public schools,1049,189,22,0.1164021164021164
6952,NE,31,20,ewing public schools,766,132,28,0.21212121212121213
6953,NE,31,133,exeter-milligan public schools,1472,238,19,0.07983193277310924
6954,NE,31,70440,fairbury public schools,5635,905,144,0.1591160220994475
6955,NE,31,70530,falls city public schools,5874,962,183,0.19022869022869024
6956,NE,31,118,fillmore central public schools,3380,543,67,0.12338858195211787
6957,NE,31,70650,fort calhoun community schools,3031,524,32,0.061068702290076333
6958,NE,31,65,franklin public schools,1788,261,49,0.18773946360153257
6959,NE,31,116,freeman public schools,1860,364,40,0.10989010989010989
